IDBUVaxDCbg	lenguajes de programación,programación,top programación,java,c#,c++,python,javascript,php,lua,web,desarrollo web,servidores,go,golang,swift,kotlin,aprender a programar,scala,ruby,Rust,programming language,programacion,programar,programacion 2018,
7qqZGk5NzYU	ted x,Technology,Spanish,tedx talks,Computer Science,ted talks,ted,Physics,TEDxTalks,tedx,Spain,tedx talk,ted talk,
FYAkeCcOgeQ	autentia,ibm,programacion cuantica,quantum computing,t3chfest,tic,
4dKuDEWEAmo	Curso de programacion,como aprender a programar,como ser un programador,como hacer un programa,curso para programadores,curso de programacion,tutoriales de programacion,curso gratis de programacion,curso de programacion desde cero,curso de programacion para principiantes,como hacer,como hago,how to do,
Fn-MV_dytE0	Curso de programacion,curso para aprender a programar,curso de programacion desde cero,aprnder a programar,como aprendo a programar,como ser programador,como empiezo a programar,como hacer un programa,en que lenguaje de programacion debo aprender,como desarrollar software,fundamentos de programacion,raptor,software,como hacer,como hago,how to do,
fM0_MafcOag	tutorial,programar,lenguaje,xymind,lenguaje de programación,comenzar a aprender,aprender primero,aprender a programar,
J6HCf8lvixI	curso,tutorial,codigo facilito,codigofacilito,video,español,programacion,
RF7Ko3AgRf8	programacion,programacion ats,Programación ATS,programacion en java,java,programacion con java,java ats,interfaces graficas de usuario,GUI,interfaz grafica de usuario,JFrame,JFrame en java,ventanas,ventanas (JFrame),Creación de una ventana,creacion de una simple ventana,ventana,crear ventana,programacion grafica,swing,GUI en java,tamaño de ventana,visible,pildorasinformaticas,codigofacilito,
nlWNzhVGhDA	videojuegos,nintendo,sony,microsoft,3ds,xbox one,ps3,ps4,ps2,ps vita,psp,wii,wii u,ds,pc,steam,reseñas,unboxing,colors,videogames,Unity 3D,Unity,Programacion,Videojuegos,
ws407t_3ICE	arreglos,arreglos en c,arreglos unidimensionales,arreglos unidimensionales en c,arrays unidimensionales,arrays unidimensionales en c,programacion,programacion en c,ejercicios en c,programacionats,tutoriales de c,programando en c,aprende programacion en c,aprender a programar en c,aprender,lenguaje de programacion,lenguaje c,como programar en c,programacion desde cero,programacion desde cero con c,como se programa en c,tutorial,Programación ATS,c++,software,
DCwMcs1QGy0	¿Qué es un Lenguaje de Programación?,lenguajes de programacion,java,historia de los lenguajes de programacion,
6pkd_phPJtw	Robotstudio,reea,abb,
o1zcAQt4tBc	Programación,Aprender Programacion Online,Estudiar Programación por Internet,Paáginas para Aprender Programación,Lenguajes de Programación,2017,
aac0nW8UWN4	mejorándola,mejorandolaweb,platzi,JavaScript (Programming Language),Programming Language (Software Genre),Robots,raquel,maggit,MIT,
1eY8kkFN0TY	pseint,Programación ATS,Algorithm,Algoritmo,tutorial,programacion,algoritmos,algoritmos y programación,3. algoritmos en,algoritmo y programa,Literature Subject,Facebook ProgramacionATS,español,pseudocodigo,conference subject,curso,basicos,ejercicios,basico,Computer Programming,suma,aprender,algoritmia,programación,programa,informatica,Datos de Salida,Datos de Entrada,fundamentos,introduccion,Contador,Pseudocode,Programar,Acumulador,algoritmos en pseint,curso de pseint,
TaXxWEKZV7A	Computer Programming (Conference Subject),Programming Language (Software Genre),Language (Quotation Subject),Arduino (Brand),Curso en español,Leguaje de Programacion,Fundamentos de Programacion,
rmtDsL80YtY	java,c++,primer lenguaje de programacion,mejor lenguaje de programacion,como aprender a programar,python,¿html es un lenguaje?,vida de programador,c#,
ymTZwd81CsA	condicionales,condicionales en c,condicional if,condicional if en c,la sentencia if,programacion,programacion en c,ejercicios en c,programacionats,tutoriales de c,programando en c,aprende programacion en c,aprender a programar en c,lenguaje de programacion,lenguaje c,como programar en c,programacion desde cero,programacion desde cero con c,como se programa en c,c++,if,Programación ATS,Programming Language,informatica,17. programación en c,codigofacilito,
fjvjQMSocV0	programación,
FcG8x_Rwicc	programación,sistemas computacionales,universidad,Computer Programming (Conference Subject),lógica de programación,Logic Programming (Programming Language Paradigm),unitec,Algorithm (Literature Subject),Logic (Quotation Subject),Mexico (Country),
/videos/52032791	becool,music,musica,electronic,electronica,indie,rock,club,barcelona,steffi,move d,guillaume,the coutu dumonts,shed,benjamin damage,dead beat,ben ufo,danuel tate,suddstudio,
/videos/66816015	filmoteca,elche,motion,graphics,ayuntamiento,programación,cine,odeón,elx,
/videos/36163989	Demodrama-faces,Kër Thiossane,Digital Mask,
/videos/99230543	interactividad,programación creativa,contenidos digitales,pcdunia,unia,uniapcd,universidad,taller,curso,formación,online,elearning,
/videos/83709078	Mar López,Nabeirarrúa Danza,Teatro Pradillo,Tatiana Chorot,Sergio G. Domínguez,Sara Mogarra,Madrid en Danza,Madrid,Danza,Marta Blanco,
/videos/7748899	Hurtado,gentili,art,film,
/videos/125171896	VBA,Autocad,Programación,Estudio Energético,
/videos/60354032	Branding; TV; Channel; Motion Gr,
/videos/124759369	
/videos/78723401	programación,
/videos/58105558	kink,zero,prins thomas,dyed soundorom,perc,adriana lopez,christian wünsch,djohnston,pau roca,guim lebowski,suddstudio,
/videos/99639312	idv,ailaviu,r3nder,lucas dm,dogrush,25 de mayo 2014,Sebastian Alíes,Pablo Verón,RODRIGO CINQUEGRANI (FRAME),
/videos/63118453	kubikvisual,kubik,matias batlle,diseño,animacion,motion graphics,cinema 4D,adobe,after effects,ae,ps,canal nueve,tv,
/videos/150386087	S.I.E.R.R.A.,sintitulo,kinect,
/videos/210973702	
/videos/29260078	Xcode,Programación,Cocoa,Mac,Formación,
/videos/31111002	OSHWcon,Open Hardware,Encuentro,Programación,Impresión 3D,
/videos/197804624	formula1,movistar+,movistar,3d,carreras,promos,3ds,creatividad,autopromoción,visualzink,motor,cabeceras,intros,sports,branding,tvbranding,tv channel branding,tv idents,
/videos/29485571	motion graphics,cocina,promotional,promo,chello,c4d,
/videos/120269864	IDV,I.D.V,INVESTIGACION DESARROLLO VISUAL,DEMOCRACIA,2014,
/videos/129653752	pensamiento computacional,emadrid,programación,pixie,educación,
/videos/211671347	
/videos/31491271	feria,gestion cultural,puerto montt,
/videos/43258343	sensores,programación,puredata,
/videos/202931626	
/videos/109867503	20 sacos,asociación cultural,las palmas,gran canaria,hoya la plata,concierto,lpgcc,creative commons,festival,cine,2014,
/videos/239870074	teatro,santander,circo,en la cuerda floja,malabares,cdat,
/videos/229407749	
/videos/211671394	
/videos/135623431	
/videos/223285664	EPANET,modelación,modelo,hidráulica,redes urbanas,redes de agua,programación,Toolkit,diseño,VBA,Excel,
/videos/27495990	cocoa,xcode,programacion,coding,spanish,iOS,
/videos/28455281	XCode,iOS,Programación,Cocoa,Objective C,Freniche,videocast,tutorial,
/videos/57129600	danza,video,performance,cuarta pared,electronics,MAX MSP,Jitter,interacción,dance video art,interaction,
/videos/143525737	IDE,CodeLite,Programación,UOC,Creación librería,
/videos/24088963	Tequila Valley,Cancun,Desarrollo,Programacion,Ruby on rails,Universidad del Caribe,UniCaribe,
/videos/156600964	identidad flexible,branding,isotipo,programacion,logotipo,javascript,motion graphics,expresiones,after effects,
/videos/34277182	Processing,Thom Yorke,Generativo,Arte Generativo,Programacion,Particulas,Bionimio,
/videos/156338464	Ambulante 2016,Gira de Documentales,
/videos/70509733	diseño paramétrico,parametric design,chidostudio,tutorial,rhinoceros,grasshopper,
3iz12l5SEkw	PHP Quran er Alo 2018,NTV Islamic Competition Programme,
ZdP0KM49IVk	php,tutorial,learn,simple,basic,quick,easy,program,programming,code,web,app,application,script,windows,mac,os x,pc,internet,language,website,jake,wright,howto,how to,write,site,
7TF00hJI78Y	PHP Programming,PHP Tutorial,Learn PHP,PHP,PHP Video Tutorial,
1BPmT3eP2FY	
Rkl6o3Jk9bI	PHP Quran er Alo 2018,NTV Islamic Competition Programme,
-THkSIauO08	PHP Quran er Alo 2018,NTV Islamic Competition Programme,
EeSSqkdgSHc	
Wg2KvxLI5iY	
tWhgdnT1rOw	
a6xtQQqx1tg	выучить php,как выучить php,учим php,учёба php,быстро выучить php,выучить php за час,выучить php очень быстро,как выучить пхп,как выучить html,учим html,уроки php,уроки html,php за 1 день,php за 1 час,php за пару часов,экспресс обучение php,быстрое обучение php,php уроки,пхп уроки,php туториалы,туториалы пхп,хауди хо,
kf2tSExk4YA	Souljah,Reggae,Dancehall,Bahaya Records,reggae indonesia,indonesia reggae sound,lagu souljah,mp3 souljah,bob marley,tony q rastafara,moonkey boots,steven n coconut treez,dhyo haw,iwan fals,ska indonesia,tipe-x,ras muhamad,Dhyo Haw,Tulus,php Souljah,bilang i love you souljah,zimbabwe,atlanta braves,young lex,all of me,lagu souljah php,download lagu php,lirik php souljah,chord souljah,move on,rude,php,kangen,dewa 19,Raja Salman,phpchallenge,
545t3V67dq4	nagaswara,Music,Video,Song,dangdut,house musik,house dangdut,lagu dangdut,dangdut terbaru,music channel,channel musik,channel musik dangdut,dangdut 2014,dangdut baru,dangdut indonesia,dangdut pantura,dangdut hot,video hot,artis hot,House Music (Musical Genre),koplo remix,koplo hot,Official,hesty,klepek klepek,bang jono,zaskia,penyanyi dangdut,devy berlian,devi berlian,darlink,pemberi harapan palsu,php,batik,banyak taktik,
tD0Q5QwoQJI	PHP (Programming Language),PHP,kurs PHP,kurs,programowanie,kurs programowania,tworzenie stron www,tworzenie stron,kurs tworzenia stron,tworzenie stron internetowych,echo,formularze,HTML,JavaScript,CSS,zostań programistą,programista,tutorial PHP,Mirosław,Zelent,tworzenie aplikacji,backend,frontend,programowanie PHP,MySQL,Computer Programming (Conference Subject),serwer,skrypty,tworzenie skryptów php,php,
j7upFWBKzBQ	php,should i learn php,learn php,php pros and cons,php language,php tutorial,
Pp578w7C9hE	PHP (Programming Language),SQL (Programming Language),php,kurs php,tworzenie stron,www,tworzenie www,programowanie,kurs programowania,kurs tworzenia stron,kurs www,programowanie webowe,logowanie,wstrzykiwanie sql,sesja,session,sesje,encje html,html,css,c++,zostań programistą,Web Design (Interest),Software (Industry),mysql,real_escape_string,
27dR_sLaM74	php,programming,tutorial,
xb8aad4MRx8	how to create a complete login system in php,how to create a login system in php,login system in php,login system php,php login system,how to make a login system in php,easy login system,how to make a login system,how to make a php login system,php tutorial,php login,php login tutorial,login tutorial in php,learn php,php for beginners,simple php login tutorial,php beginners,how to make a login form,php,login system security,php login and register tutorial,
XYvuCAAZQUI	php in 2018,should you learn php in 2018,
GTkNbEzy59s	php,уроки php,php уроки,программирование,php для начинающих,почему php ужасен,плохой php,минусы php,недостатки php,преимущества php,плюсы php,back-end,web программирование,php за час,php за 1 час,почему php,back-end разработка,backend,programming,бэк енд,python,уроки,nodejs,web,веб,php программирование,php язык,что такое php,web development,2017,хауди хо back end,хауди хо,
M8Lxu7miiyk	php vs python,php python,python vs. php,python or php,should i learn php or python,
ZlfjHczy8xQ	dycal,dycalindo,php,penikmat,harapan,palsu,penikmatharapanpalsu,generasizeru,globaltv,global,tv,rnb,hiphop,viral,heboh,2017,official,music,video,love,
KF_CI6a4Ros	freshersworld,jobs,freshers,careers,govt jobs,sarkari naukri,Java,php,software courses,software training centers,softwares to learn to get job,php jobs,php jobs for freshers,php jobs for experienced,IT software developer jobs,software jobs in Bangalore,software jobs in Hyderabad,software jobs recruitment,Recruitment notification,govt IT jobs,2017 jobs,PHP training,PHP modules,PHP tricks,
fQJhPJYkvLg	PHP Quran er Alo 2018,NTV Islamic Competition Programme,
-GL9q0mtXuE	should you learn php in 2018,should you learn php,php,learn php,php programming,learning php,code,php developer,php for beginners,programming language,introduction to php,php 2018,web development,web developer,web developer 2018,php work,php code,should I use php,developer diary,coding languages,programming,web design,coding,learn to code,developer,web,learn,development,programmer,dev talk,programming languages,website,
5YaF8xTmxs4	Object Oriented PHP,PHP Programming,OOP PHP,Object Oriented Programming PHP,PHP Video Tutorial,Learn PHP,PHP (Programming Language),Object-oriented Programming (Programming Language Paradigm),
DG0C3Tntl1M	Learning,PHP,Programming,Language,Built-in Function,Library,Web Design,Object Oriented PHP,PHP Variables,Scalars,Arrays,Hash,File I/O,Looping,Regular Expressions,Subroutines,Coding Standard,Writing Modules,File Management,Socket,Examples,Reference,Special Variables,Syntax Overview,Advanced PHP,Tutorial,Tutorials,Operators,GET,POST,Predefined,Form Validation,
US9JCsnAVTU	
aIsu9SPcGbU	Login Form in PHP,How to Make Login Form in PHP,How to Make Login Form in PHP and MySQL,how,to,make,login,form,in,php,and,mysql,OnlineITtuts Tutorials,
5l7jRgo9cnQ	php,веб разработка,уроки php,hhvm,hack,kphp,phpdesktop,хауди хо,
IAL6Nq6FW0s	variables de sesion,curso php,login,sesiones,
NOgpOjhln9Q	PHP,CSS,HTML5,Web Development (Interest),Programming Language (Software Genre),PHP Web Programming,PHP Website,PHP Web Application,PHP Web,PHP Basic,PHP Tutorial,PHP Training,PHP First,PHP Learning,PHP Developer,PHP Language,Introduction to PHP,ภาษา PHP,
eeoF-kyBgw0	ntv,ntvbd,lifestyle,program,bangla,PHP Quran-er Alo 2017,Islamic Competition Programme,Grand Finale,
9HEcscFY_oI	PHP,Programação,Web,Server-side,
U5SSASv_7ng	php,learn to code,web development,development,programming code,coding,php form to database,php cms,php mysql,php form,how to make php website,how to create a website using php,how to become a web designer,how to make a php website,
fYTKm2oUzAg	Rasmus Lerdorf,WeAreDevelopers,Conference,PHP,2017,WeAreDevs,
SpoCYpgKYP8	ubuntu,linux,sysadmin,
7ueMK_gwUs8	php in hindi,php tutorials,php tutorials in hindi,php tutorial series,php tutorials series in hindi,phptutorials series,learn php,learn php in hindi,learning php in hindi,php learning in hindi,web devlopment in hindi,hindidevtuts,hindi devtuts,hindidev tuts,php,php tutorials in urdu,what is php in hindi,php for beginners,php tutorial for beginners full,
89f9vC4hZh8	php,básico,aprende,hd,html,css,web,web design,comments,if,programación,
clqe14kAipQ	
2EeylsTjdyI	Quraner Alo,Php Quraner Alo 2013,Ntv,Bangladesh,Php Quraner Alo,Php,Bangla,Quraner Alo 2013,Recitation,Bangaladesh,Quran Recitation,Quran,
/videos/16915815	object oriented,php,oop,presentation,walkthrough,montana,programmers,jason,lengstorf,ennui design,
/videos/45417023	Laravel,PHP,Frameworks,Ben Edmunds,
/videos/90047416	
/videos/84180223	php,zephir,phalcon,
/videos/106676922	php,pdo,mysql,
/videos/90469550	
/videos/2937497	wordpress,code,php,
/videos/55950992	PHP,AtlantaPHP,Jonathon Hill,Multi-tasking,
/videos/89864634	
/videos/74529780	php,phpspec,kata,
/videos/90469552	
/videos/14386785	adverticum,munka,állás,job,php,java,rendszergazda,
/videos/20188587	as3,mysql,php,flash,conectar,bdd,bases de datos,
/videos/90910715	
/videos/91623044	
/videos/18207691	Drupal,Rules,Learn Rules with NodeOne,
/videos/17134998	devclub,php,Александр Рудако,
/videos/91623042	
/videos/56834276	Ari Waller,PHP,AtlantaPHP,Job Market,
/videos/90469557	
/videos/90910717	
/videos/91623043	
/videos/90911959	
/videos/90910714	
/videos/87516214	
/videos/90910568	
/videos/3847123	magento,php,phpxref,search suggest,
/videos/12077673	Maxime,Paccalet,happy,hour,café,allongé,court,métrage,faceb,pffuit,humour,animation,dessin,anime,manga,japanimation,annecy,clermont,ferrand,short,
/videos/5301258	curso php,tutorial php,que es php,descubriendo php,php,
/videos/176057936	php,phpday,Italy,php7,deployment,
/videos/25075854	
/videos/134281521	phpDay 2015,
/videos/104905552	phpDay 2014,
/videos/48594258	Brooke,Davis,Blush,Photography,Chris,Koch,Christopher,Robert,Films,Digital,Memorys,Wedding,Love,Kiss,Rockstar,Tattoo,naked,bath,sex,sexy,
/videos/93717447	php,dependency-injection,bangla,
/videos/89864594	
/videos/90910564	
/videos/89864592	
/videos/89864633	
/videos/63022489	php,phalcon,frameworks,tutorial,
EU7PRmCpx-0	laravel,laravel from scratch,laravel series,laravel tutorial,laravel project,php,laravel php,php framework,mvc,model view controller,laravel 5,laravel 5.4,
pOdWEoUTwD4	videotutoriales,illasaron,videotutoriales.com,laravel,mvc,framework,frameworks,php,
DJ6PD_jBtU0	laravel vue,laravel vue.js,vue,laravel,laravel api,vuejs laravel,full stack vue,
jnvu1GpylP0	Laravel 5,laravel 5 tutorial,laravel installation,Create Laravel Website,Basic Laravel Website,Laravel Powered Website,basic website tutorial in laravel,apps in laravel,basic laravel tutorial,laravel 5,launching laravel 5,laravel 5 php framework,projects in laravel 5,laravel php 7,laravel tutorials,laravel course,laravel coding,learn laravel coding,learn laravel 5,laravel 5 basic tutorial,laravel 5.1 basic tutorial,Eduonix,
l9iOi4UGtCE	laravel,curso laravel,tutorial laravel,laravel gratis,laravel homestead,laravel php,laravel git,php,curso php,
Zj0pshSSlEo	Sistema web PHP con laravel y mysql,Sistema web php mysql,sistema web en laravel mysql,desarrollo de sistema web,programar sistema web php mysql,laravel 5.2 mysql,instalación sublime,instalación xampp,instalación mysql,instalación laravel,programar sistema web desde cero,curso de laravel,curso de php,curso de mysql,php,mysql,laravel,sistema compras ventas php mysql,sistema compra ventas php mysql laravel,
-xWdNI7qRD8	Víctor Robles,Victor Robles WEB,victorroblesweb.es,cursos de victor robles,cursos de desarrollo web,Symfony,Web Developer,Programación,FP,Laravel,Codeigniter,Laravel o Symfony,Laravel 5,Symfony 4,Symfony 3,cual es el mejor framework php,que framework elegir,frameworks desarrollo web,desarrollo web profesional,PHP,mysql,mvc,framework,2018,2019,desarrollador web,ser desarrollador web profesional,el mejor framework,aprender symfony,aprender laravel,java,
-iVy-lAr2xY	laravel,PHP,MVC,PHP framework,Laravel tutorial,laravel crud,laravel cms,
3-uTiEqLR1U	laravel framework,laravel,best php framework,framework,php framework,best framework of 2018,symphony framework,what is framework,codeigniter framework,codeigniter,why use framework,what is mvc framework,framework 2017,framework use,best framework,why learn laravel,laravel 5.6,laravel 5.7,frameworks,
HX4WCUD8jtE	laravel,tutorial laravel,blade,template system,backend,laravel desde cero,laravel 5.4,php artisan,laravel artisan,
pjK0VMTCtVg	laravel,vue,vuejs,pusher,echo,realtime,real-time,pizza,notifications,vuestrap,timeago,progressbar,drehimself,andre madarang,laravel notifications,notifications laravel,vue notifications,notifications vue,laravel realtime,laravel real-time,laravel pusher,pusher laravel,laravel vue,laravel vuejs,laravel vue project,vue laravel,laravel pizza,laravel and vue,laravel echo,echo laravel,laravel broadcast,laravel vue js,vue js laravel,laravel websocket,
qGB_UVW8gx8	Laravel,laravel 5.2,Test Driven Development,TDD,phpunit,pruebas,pruebas automáticas,tdd en laravel,pruebas en laravel,tests,
p7I_HeHr2-g	PHP,CSS,HTML,JS,LINUX,MYSQL,CMS,PROGRAMACION,TECNOLOGIA,JUEGOS,SERVIDORES,NODEJS,GITHUB,HEROKU,LARAVEL,AJAX,BOOTSTRAP,PERU,COLOMBIA,VENEZUELA,
U3JWFgTjq94	Codeigniter,Laravel,PHP Frameworks,Laravel vs Codeigniter,CI,
sCmzKXTrLaA	10 awesome websites build with laravel php framework,laravel 5,launching laravel 5,10 awesome website in the world,how to create a website with laravel 5,laravel 5 tutorial for beginners,website in php,website building tutorial,php frameworks,website development courses,
iKRLrJXNN4M	Laravel,users,php,code,authentication,laravel 5.4,tutorial,multiauth,
VoGLOtit1do	saf3al2a,Safaa Al-hayali,in this video I'll show you how to quickly build laravel 5.2 app with sign up,login,password reset and dashboard,laravel 5.2,building laravel simple signup,signup with laravel,laravel login app,laravel password reset,laravel social network,laravel dashboard,laravel 5.2 app with registration,How to quickly make a Laravel 5.2 app with Registration,Login,Password Reset and Dashboard,
Bzyh0nqyQ7E	larave,laravel5.5,5.5,español,curso,tutorial,programacion,framework,cero,desde,laravel,leonidas,aprender,video,instalacion,composer,
4pc6cgisbKE	laravel,laravel 5.5,laravel api,laravel rest api,laravel api resources,laravel 5.5 api,laravel rest,
H3uRXvwXz1o	laravel installation,installing laravel,php composer,laravel composer,xampp,vscode,visual studio code,git,git bash,
Jbt5bEgv_QM	PHP,Laravel 5.4,Employee Management System,web,User Management System,export report to excel and pdf,adminlte,adminlte 2,build management system,mysql,vuejs,reactjs,
5_VlSC5eXRU	laravel,laravel packages,laravel forum,laravel forum package,laravel forums,
mDotS5BDqRM	laracon,laravel,amsterdam,
LTJ5t3fXoXU	google maps laravel,laravel google maps,google maps api laravel,laravel google maps api,maps laravel,laravel maps,google maps api,andre madarang,drehimself,google maps web,laravel,google map,google maps,google map javascript api,google map laravel,laravel google map,google maps cache geocode,laravel google maps cache,google map api,
emyIlJPxZr4	laravel,laravel eloquent,eloquent orm,orm,object relational mapper,laravel database,
0AIjZJ2vqlM	frameworks,best php framework,codecourse,php,tutorials,phpacademy,laravel,framework,php frameworks,web development,laravel framework tutorials,laravel tutorial,
_gp4E7tC-Vs	laravel admin,laravel admin package,laravel package,voyager,voyager admin package,laravel,laravel 5.3,laravel videos,
aNYXu2sBVBM	curso,tutorial,codigo facilito,codigofacilito,video,español,programacion,Laravel (Software),Authentication (Website Category),
GqVdt6OWN-Y	web development,php,programming,laravel,laracasts,coding,jeffrey way,learn laravel,
4uajiXW5R3o	laravel,vue.js,vuejs 2,vue.js 2,vue 2,angular 2,angular2,tutorial,backend,api,rest,
0vwqrNfFLBI	programming,tutorial,coding,laravel,Laravel 5.6,laravel tutorial,laravel course,laravel 5.5 video,admin lte with laravel,laravel admin,learn laravel,learn coding,learn laravel and admin lte,admin with laravel,laravel tips,coding tips,crud with laravel,php framework,laravel 5,laravel framework,learn laravel framework,laravel 5.5 basic,how to laravel,laravel crud video,laravel crud basic,spa,laravel 5.5 crud,crud with Laravel,
D4NcDvJN4CY	PHP,Laravel,Framework,Web Dev,Laravel PT,Laravel Português,
zpVE5RfcuTQ	laravel,laravel 5,laravel 4,laravel 5.1,php,php framework,mvc,php mvc,laravel crud,laravel blade,laravel model,laravel artisan,laravel artisan command,
OUFmwAnFclo	login system,laravel login,login in laravel,laravel login tutorial,login system in laravel,laravel login system,laravel authentication tutorial,login user,laravel authentication,laravel login user,laravel auth,laravel login authentication,login form in laravel,
neSHAWdE44c	laravel,laravel models,laravel database migrations,laravel mysql,
B7Lqzr2G9QA	Raul Palacios,Sublime Text,Laravel,Sublime Text y Laravel,Laravel Blade,Laravel Blade Sublime Text,Blade sublime text,Package Control,Raul,Palacios,Curso de Laravel,Curso de Laravel 5,Curso de Laravel 5.1,
BIqXE1hXYs4	Laravel,Laravel 5.5,教學,Laravel 5.5 教學,Laravel 5 教學,
W05uT09oias	Laravel,Laravel 5.2,datatables,datatablesjs,ajax,datatables server side,
BiUah-jdwhU	css2,scc,admin,plantilla,template,boostrap,laravel 5,laravel,plantilla admin bootstrap,bootstrap,agregar,botones css laavel,
bSG2YMqJJys	laravel mix,laravel sass,laravel assets,laravel 5.4,
/videos/45417023	Laravel,PHP,Frameworks,Ben Edmunds,
/videos/199811360	laravel,php,valet,web development,
/videos/254124807	laravel,laravelday,grusp,php,conference,
/videos/62598212	
/videos/133956480	internetbureau,Linux,PHP Frameworks,Cake PHP,Laravel,GIT,Redis,Beanstalk,Nginx,
/videos/61430595	laravel,php,screencast,bangla,
/videos/152105562	
/videos/267971128	MiXiT,MiXiT18,MiXiT 2018,Vue.js,frontend,web,framework,open source,
/videos/134284730	creatie,development,fullservice webbureau,technologie,websites,webapps,webbureau,PHP,
/videos/153615883	Laravel 5.2,Laravel,Tutorial,Blog,
/videos/262203652	
/videos/243140914	
/videos/262203804	
/videos/254123371	laravel,laravelday,grusp,php,conference,
/videos/70220342	PHP,HTML5,Coding Nonsense,Laravel,
/videos/62973109	
/videos/153615733	Laravel,Laravel 5.2,Tutorial,Blog,
/videos/153615678	Blog,Tutorial,Laravel 5.2,Laravel,
/videos/254124516	laravel,laravelday,grusp,php,conference,
/videos/263644890	
/videos/237391847	phpday,grusp,phpday2017,verona,conference,php,
/videos/112936639	web development,cms,laravel,web development,
/videos/162004560	php,web applications,laravel,
/videos/164803481	wamp,installation,laravel,server,xampp,windows,development,operating system,laravel 5,website,uolians,arosh khan,
/videos/263644811	
/videos/254129350	laravel,laravelday,grusp,php,conference,
/videos/263018786	
